Date,Item Name,Price,Auction ID,Reforge,Star Level,FPBs,Enchants,Recomb
2024-05-17,Necron's Helmet,22000000,8c89e2c02bba49b6a3ac5c558a6a1bf9,ancient,5,0,rejuvenate 5|growth 5|protection 5|respiration 3|,false
2024-05-17,Spirit Sceptre,37999999,f729236058d3471aa9f69c4dc2a816d6,none,0,0,,false
2024-05-17,Storm's Chestplate,37987888,79aa2d97400049258b5932bd45de2e8f,loving,5,0,ultimate_wisdom 5|true_protection 1|rejuvenate 5|thorns 3|growth 5|protection 5|,true
2024-05-17,Goldor's Helmet,7000000,aaabfcb198df4e769488f525336f5c89,giant,5,0,rejuvenate 5|thorns 3|protection 5|growth 5|,false
2024-05-17,Goldor's Boots,76000000,a78317f37c304fd89f9c9d3603f5dae3,giant,7,5,hardened_mana 10|growth 6|ultimate_last_stand 5|protection 6|sugar_rush 3|rejuvenate 5|feather_falling 10|depth_strider 3|thorns 3|,true
2024-05-17,Maxor's Boots,7299999,aed2dec382164ac7a4393ba4b3c994d7,ancient,5,0,depth_strider 3|thorns 3|feather_falling 5|growth 5|protection 5|,false
2024-05-17,Goldor's Leggings,24000000,068008275f9c404384af51fe32c07d60,giant,5,0,ultimate_last_stand 5|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Storm's Leggings,32000000,be660892dd51484293ceaaa0c746cf9c,necrotic,5,0,ultimate_wisdom 5|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Storm's Leggings,14490000,84394889b0a74c54a600b23dd622ec56,none,0,0,,false
2024-05-17,Storm's Leggings,33999999,0844606c763a4c2da511dda39729ab8a,necrotic,0,0,smarty_pants 5|ultimate_wisdom 5|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Maxor's Boots,1790000,87669888fe454efeabaa6e3147911929,none,0,0,,false
2024-05-17,Livid Dagger,14000000,b5e25535dd5745419fa4573680821c0e,withered,0,0,ender_slayer 6|giant_killer 6|vampirism 6|lethality 6|syphon 4|ultimate_combo 5|looting 4|critical 6|scavenger 4|thunderlord 6|luck 6|impaling 3|cleave 5|telekinesis 1|fire_aspect 2|execute 5|venomous 5|first_strike 4|sharpness 5|cubism 5|,true
2024-05-17,Necron's Chestplate,25000000,9d895c6b44aa475ab97b5bffe08614e9,ancient,2,0,thorns 3|protection 5|growth 5|,false
2024-05-17,Maxor's Boots,22080000,b1dcab6cf59f428ab2081cd0fb897580,necrotic,5,0,ultimate_legion 3|sugar_rush 3|mana_vampire 3|rejuvenate 5|depth_strider 3|protection 5|growth 5|,true
2024-05-17,Livid Dagger,7000000,4239c0e7bfb04473b0b6dd61e48f4844,spicy,5,0,luck 5|critical 5|first_strike 4|cleave 5|looting 3|sharpness 5|scavenger 3|ender_slayer 5|fire_aspect 2|life_steal 3|,false
2024-05-17,Maxor's Boots,11500000,7b562f2faf3a407db133e5ff5805a027,necrotic,5,0,rejuvenate 5|feather_falling 10|depth_strider 3|growth 5|protection 5|,false
2024-05-17,Necron's Leggings,23500000,d58b11323e8d47128ad384415dca4b45,ancient,5,0,growth 5|protection 5|,false
2024-05-17,Necron's Leggings,40590000,531c56be34a74b789bfc202e2afef4dc,ancient,0,0,ultimate_wisdom 5|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Livid Dagger,20000000,8e00d9d0aa1846cfa2b5c12084a9c183,fabled,0,5,champion 10|ultimate_soul_eater 3|sharpness 6|ender_slayer 6|giant_killer 6|vampirism 6|lethality 6|syphon 4|looting 4|critical 6|scavenger 4|thunderlord 6|luck 6|impaling 3|cleave 5|telekinesis 1|fire_aspect 2|execute 5|venomous 5|triple_strike 4|cubism 5|,true
2024-05-17,Maxor's Boots,16100000,829dbd71155742d38036c65af1c68506,ancient,5,0,ultimate_last_stand 5|thorns 3|growth 5|protection 5|,true
2024-05-17,Spirit Sceptre,18000000,84c0a192a0314686823455ed2b245e83,heroic,3,0,ultimate_wise 3|,false
2024-05-17,Maxor's Boots,11500000,964987439ee1400cb32caebbe8f04030,ancient,5,0,rejuvenate 5|protection 5|growth 5|,false
2024-05-17,Necron's Leggings,20000000,5239da93e9e44772b75ee54225ed784b,ancient,0,0,mana_vampire 4|ultimate_last_stand 3|rejuvenate 5|protection 5|growth 5|,false
2024-05-17,Livid Dagger,14500000,7a29b2eb89374b388fe0f18be60ec3b8,fabled,5,3,ultimate_soul_eater 3|sharpness 6|giant_killer 6|vampirism 6|fire_aspect 3|syphon 4|lethality 6|looting 4|critical 6|scavenger 4|luck 6|impaling 3|cleave 5|ender_slayer 5|execute 5|first_strike 4|venomous 5|thunderlord 5|cubism 5|,true
2024-05-17,Necron's Chestplate,26000000,a394aebdb29d440e93870c9f2069a9b4,ancient,0,0,protection 6|rejuvenate 5|thorns 3|growth 5|,false
2024-05-17,Necron's Chestplate,79000000,1dd2d110c6b143dabd23706f58213d2a,ancient,7,0,ultimate_legion 5|ferocious_mana 5|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Necron's Chestplate,58499000,50415c8891f44f2584993704b16045c5,ancient,6,5,ferocious_mana 5|ultimate_last_stand 3|true_protection 1|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Necron's Chestplate,24690000,120215b119944f44b9f458009fd43e98,ancient,0,0,,false
2024-05-17,Goldor's Boots,58500000,f1a04d9a8abe422e99da7f36a8c49cb9,giant,7,5,ultimate_legion 5|growth 6|protection 6|mana_vampire 5|rejuvenate 5|feather_falling 10|depth_strider 3|thorns 3|,true
2024-05-17,Storm's Chestplate,47999999,75d52ef2bc73440fabed2baac87fa2b8,loving,5,5,ultimate_wisdom 5|mana_vampire 4|true_protection 1|rejuvenate 5|thorns 3|growth 5|protection 5|,true
2024-05-17,Storm's Boots,47500000,c18d62abe5c043f1a541c6b7748ce630,necrotic,5,0,ultimate_wisdom 5|sugar_rush 3|rejuvenate 5|feather_falling 10|depth_strider 3|thorns 3|protection 5|growth 5|,true
2024-05-17,Necron's Helmet,32000000,8aaedb875cfb4ed3813abfb0a51893ae,ancient,5,0,hecatomb 7|rejuvenate 5|ferocious_mana 1|protection 5|growth 5|,true
2024-05-17,Necron's Leggings,19500000,c0e007589c1943cf90ef6db049b85355,ancient,0,0,thorns 3|growth 5|protection 5|,false
2024-05-17,Maxor's Boots,19999999,392dd6bd7e314a2bb7e930eaf6560044,necrotic,5,5,ultimate_wisdom 5|sugar_rush 3|hardened_mana 5|rejuvenate 5|feather_falling 10|depth_strider 3|thorns 3|protection 5|growth 5|,true
2024-05-17,Spirit Sceptre,18000000,c48166e605a846aeafa01d1f5cbd642b,heroic,4,0,,false
2024-05-17,Necron's Boots,26500000,3ebf4e0d74b246cbacce254ce7037f34,ancient,5,0,rejuvenate 5|feather_falling 5|growth 5|protection 5|,true
2024-05-17,Necron's Helmet,30000000,5339dcd9f49944a490f5aca7f38c57c4,ancient,5,0,ultimate_wisdom 5|hardened_mana 5|transylvanian 5|rejuvenate 5|thorns 3|protection 5|respiration 3|growth 5|aqua_affinity 1|,true
2024-05-17,Necron's Boots,14450000,1d837cb43b394b1ea0d93218cd126b95,ancient,2,0,,false
2024-05-17,Maxor's Boots,18499000,88c6389af08b45a881cc64ecac8a3c77,ancient,5,0,ultimate_last_stand 5|rejuvenate 5|feather_falling 10|growth 5|protection 5|,false
2024-05-17,Storm's Boots,52000000,e3219e0fa0ab4d8e919b60cb0ea318b8,necrotic,5,5,mana_vampire 6|growth 6|protection 6|ultimate_wisdom 5|sugar_rush 3|rejuvenate 5|feather_falling 10|depth_strider 3|thorns 3|,true
2024-05-17,Necron's Leggings,28490000,984703b3fe3c482a884136b3d03be695,ancient,0,0,,true
2024-05-17,Necron's Leggings,35000000,d54299459098499eb1bda0dd8a7149bd,ancient,5,0,growth 6|ultimate_last_stand 5|rejuvenate 5|thorns 3|protection 5|,true
2024-05-17,Livid Dagger,7000000,a59a8ffe8b8348b9a6f5edd55177bbeb,spicy,5,0,life_steal 4|impaling 3|luck 5|critical 5|cleave 5|looting 3|knockback 2|scavenger 3|ender_slayer 5|fire_aspect 2|vampirism 5|execute 5|giant_killer 5|first_strike 4|venomous 5|thunderlord 5|sharpness 5|lethality 5|,false
2024-05-17,Storm's Chestplate,67000000,4eb007f8dd6e49c28ddbd50106ea1924,loving,5,5,mana_vampire 6|reflection 5|growth 6|protection 6|ultimate_wisdom 5|true_protection 1|rejuvenate 5|,true
2024-05-17,Necron's Chestplate,38000000,50e152717ec64a78afb342b52d7d8a71,ancient,5,0,ultimate_last_stand 5|rejuvenate 5|growth 5|protection 5|,true
2024-05-17,Necron's Chestplate,36999999,19837b7605aa4543add3955d75eec3fb,ancient,5,0,ultimate_last_stand 3|ferocious_mana 3|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Livid Dagger,8200000,4c8e93a7bfcb43cdb2befdae9379c619,withered,4,0,luck 5|critical 5|cleave 5|looting 3|syphon 3|ender_slayer 5|scavenger 3|fire_aspect 2|vampirism 5|execute 5|giant_killer 5|first_strike 4|venomous 5|thunderlord 5|sharpness 5|cubism 5|lethality 5|,false
2024-05-17,Necron's Boots,25498000,76a35142fb2144d386a9523cbe93a38c,ancient,5,0,ultimate_last_stand 5|feather_falling 10|depth_strider 3|thorns 3|growth 5|protection 5|,true
2024-05-17,Maxor's Boots,1790000,90e327f1b98f4c5ea84ad840625a2ab1,none,0,0,,false
2024-05-17,Necron's Leggings,25000000,b40356a36d4f4157982f56bf3b184a58,ancient,5,0,ultimate_last_stand 5|rejuvenate 5|thorns 3|growth 5|protection 5|,false
2024-05-17,Storm's Chestplate,34000000,2e2f98bd4e3f46feaecc7487a81af108,loving,5,0,rejuvenate 5|ultimate_bank 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Storm's Boots,35000000,09ecd65a81bf473988bcfffd68cf325a,necrotic,5,0,growth 6|protection 6|ultimate_wisdom 5|rejuvenate 5|depth_strider 3|,true
2024-05-17,Necron's Chestplate,350000000,09513ada335e49e39065b9560f47de17,ancient,1,5,ultimate_legion 5|growth 6|protection 6|strong_mana 5|true_protection 1|rejuvenate 5|,true
2024-05-17,Spirit Sceptre,30000000,ef87f01bf6c54006a13764d6cc9f22e1,heroic,4,0,ultimate_wise 5|giant_killer 6|vampirism 6|lethality 6|luck 5|critical 5|cleave 5|looting 3|ender_slayer 5|scavenger 3|knockback 2|fire_aspect 2|life_steal 3|execute 5|first_strike 4|venomous 5|thunderlord 5|sharpness 5|cubism 5|,true
2024-05-17,Storm's Chestplate,23800000,dae084f603534fafb6af73ede5b4112a,necrotic,0,0,ultimate_wisdom 5|thorns 3|protection 5|growth 5|,false
2024-05-17,Livid Dagger,6750000,07d3a068cd324a0ead9550e1386ad93d,none,0,0,,false
2024-05-17,Necron's Chestplate,28150000,512dcd1ba56c40e5807896c412feb9f5,none,4,0,true_protection 1|respite 5|thorns 3|protection 5|growth 5|,false
2024-05-17,Storm's Helmet,13399000,300f845bbb804c39b832593a52c8c70c,necrotic,5,0,thorns 3|protection 5|growth 5|aqua_affinity 1|,false
2024-05-17,Storm's Boots,17000000,02fecddd90c74c889e6257c2a78f9f6c,necrotic,5,0,,false
2024-05-17,Necron's Leggings,48999000,68036599828241bfbef0470cf805b27b,ancient,0,5,rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Necron's Leggings,22500000,5b26c2055da444009ca24124c6d1872e,pure,5,0,growth 5|protection 5|,false
2024-05-17,Storm's Leggings,23000000,abbb01ea51ca4d7dace0fe6a71ea4c21,ancient,5,0,ferocious_mana 3|rejuvenate 5|thorns 3|protection 5|growth 5|,false
2024-05-17,Necron's Chestplate,69999999,ef19606cdfdd4063aae7cb726bc01281,ancient,7,5,ultimate_legion 3|reflection 5|true_protection 1|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Storm's Chestplate,29500000,2a4791825b8f49acb9af6b96326a44f3,none,5,0,,false
2024-05-17,Spirit Sceptre,22000000,22c0a275138e410bbec1c5b6e9346cbc,heroic,5,0,ultimate_wise 5|impaling 3|luck 5|critical 5|cleave 5|looting 3|scavenger 3|ender_slayer 5|fire_aspect 2|vampirism 5|life_steal 3|execute 5|giant_killer 5|first_strike 4|thunderlord 5|sharpness 5|cubism 5|,false
2024-05-17,Livid Dagger,8000000,a36d824f72ad4059b9d5fde5ba1a788b,spicy,5,0,ultimate_swarm 3|sharpness 6|looting 4|critical 6|luck 6|impaling 3|scavenger 3|ender_slayer 5|vampirism 5|fire_aspect 2|life_steal 3|giant_killer 5|first_strike 4|thunderlord 5|cubism 5|prosecute 5|lethality 5|,false
2024-05-17,Necron's Boots,15120000,d65044134d5e4690948f772fb375fe2c,none,5,0,depth_strider 3|thorns 3|feather_falling 5|protection 5|growth 5|,false
2024-05-17,Necron's Chestplate,140000000,66b7adf932344e29b7a51fce741db658,ancient,8,5,ultimate_legion 5|hardened_mana 8|growth 6|protection 6|true_protection 1|rejuvenate 5|,true
2024-05-17,Bouquet of Lies,8480000,82ee2c5a3ed644869a2bd45dd95608d7,none,0,0,,false
2024-05-17,Necron's Chestplate,28000000,a56d25d6289f468e8aac9eb4bf4304af,ancient,4,0,thorns 3|protection 5|growth 5|,false
2024-05-17,Goldor's Leggings,20000000,3deebeda93fc4876afb5de384cbb2588,giant,5,5,ultimate_last_stand 5|hardened_mana 5|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Storm's Chestplate,35000000,5baba4b5fa4f4f8e82941ed5aece9a3c,loving,5,5,ultimate_wisdom 5|protection 5|growth 5|,true
2024-05-17,Necron's Leggings,20490000,28265137ccd541eeaf67054132839439,ancient,0,0,,false
2024-05-17,Storm's Boots,9000000,8acd91f1ef704f4f8e4626999f3b2d09,titanic,0,0,ultimate_bank 5|thorns 3|,false
2024-05-17,Necron's Chestplate,21999900,0336d78ae8f64391b5a53459180295f0,none,0,0,,false
2024-05-17,Necron's Leggings,16400000,ab0a7efee1204c288dc971993e7ac081,none,0,0,,false
2024-05-17,Storm's Boots,35000000,ad11dd248f974f3cb8577b57af3ba616,necrotic,0,0,ultimate_wisdom 5|sugar_rush 3|rejuvenate 5|feather_falling 10|depth_strider 3|protection 5|growth 5|,true
2024-05-17,Storm's Boots,27000000,8c534889065d41bd9cb0f4502228a5bc,necrotic,5,0,ultimate_wisdom 5|sugar_rush 3|mana_vampire 4|rejuvenate 5|feather_falling 10|depth_strider 3|thorns 3|protection 5|growth 5|,true
2024-05-17,Necron's Leggings,40000000,710961279ede45a88f73d1936824c0ee,ancient,5,10,ultimate_wisdom 5|rejuvenate 5|growth 5|protection 5|,true
2024-05-17,Necron's Boots,11499969,23b68524693c43dea39bce39d186384f,none,0,0,,false
2024-05-17,Livid Dagger,6500000,8a5d5e03312940eeac9dfafacefdd22c,none,0,0,,false
2024-05-17,Maxor's Boots,8999998,4c42b47376ee42049335ae23b384957f,light,5,0,sugar_rush 3|growth 5|protection 5|,false
2024-05-17,Necron's Helmet,13000000,d5e017b0c77d4e7fa50663e98a6fc1fe,fierce,2,0,protection 5|growth 5|,false
2024-05-17,Goldor's Leggings,23390100,f3366caece694dbcb728e94670a63f12,giant,5,5,ultimate_last_stand 5|hardened_mana 5|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Livid Dagger,8000000,b1655d67edfc416aa14970386d704f40,spicy,5,0,life_steal 4|impaling 3|luck 5|critical 5|cleave 5|looting 3|scavenger 3|ender_slayer 5|vampirism 5|fire_aspect 2|execute 5|giant_killer 5|first_strike 4|venomous 5|thunderlord 5|sharpness 5|cubism 5|lethality 5|,false
2024-05-17,Necron's Leggings,23700000,91b8e6498aa04df3a44d3c82454b7a74,ancient,5,0,thorns 3|growth 5|protection 5|,false
2024-05-17,Maxor's Boots,3775000,88eedfdd19ce4055ba93312af05006d0,ancient,0,0,depth_strider 3|growth 5|protection 5|,false
2024-05-17,Necron's Chestplate,43000000,533b427b8720480c9b343cdead57726b,ancient,5,5,ultimate_legion 2|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Goldor's Boots,18000000,9584c85313a74450afeb3037bdff4d0e,giant,5,5,ultimate_last_stand 5|sugar_rush 3|hardened_mana 5|rejuvenate 5|depth_strider 3|thorns 3|feather_falling 5|growth 5|protection 5|,true
2024-05-17,Goldor's Chestplate,24799000,885e8a1471ba453b82ba85779568a5b8,giant,5,1,ultimate_last_stand 5|rejuvenate 5|growth 5|protection 5|,true
2024-05-17,Spirit Sceptre,18500000,f9ac4ffe05dc40e48ae39426b641cc74,heroic,4,0,,false
2024-05-17,Livid Dagger,6700000,055ffb36fe5f47e8affdf0f92c36426e,none,0,0,,false
2024-05-17,Goldor's Boots,7000000,3f63b79e9f36467787ce5f4ef4212baa,giant,5,0,rejuvenate 5|ultimate_last_stand 1|feather_falling 10|protection 5|growth 5|,false
2024-05-17,Necron's Chestplate,49999900,803ea381f75e449283ad7394ba190367,ancient,5,0,ultimate_last_stand 5|hardened_mana 6|rejuvenate 5|thorns 3|growth 5|protection 5|,true
2024-05-17,Storm's Boots,9000000,1fcc3a93ed114ccbbdddc014c524589d,none,0,0,,false
2024-05-17,Maxor's Boots,1790000,027e850512ba48ec8134be0a39adddbd,none,0,0,,false
2024-05-17,Livid Dagger,7500000,fe0f612cd5b448d8ad6b421d18638d0f,spicy,5,0,life_steal 4|impaling 3|luck 5|critical 5|cleave 5|looting 3|knockback 2|scavenger 3|ender_slayer 5|fire_aspect 2|vampirism 5|execute 5|giant_killer 5|first_strike 4|venomous 5|thunderlord 5|sharpness 5|lethality 5|,false
2024-05-17,Storm's Leggings,13600000,e11764f338304d569e712f76e4fb354d,none,0,0,,false
2024-05-17,Goldor's Leggings,26000000,844f1d10686c471bbe27a924c1ed9725,giant,5,5,ultimate_last_stand 5|hardened_mana 5|rejuvenate 5|growth 5|protection 5|,true
2024-05-17,Spirit Sceptre,20400000,024f1e71f12042b7b32db849551dfaf7,spicy,5,0,ultimate_wise 4|luck 5|critical 5|cleave 5|thunderbolt 5|looting 3|smite 5|telekinesis 1|scavenger 3|ender_slayer 5|fire_aspect 2|vampirism 5|life_steal 3|execute 5|giant_killer 5|venomous 5|first_strike 4|lethality 5|,false
2024-05-17,Goldor's Chestplate,28000000,8345cd3d077e44ff9cb1d1039fbf366e,giant,5,5,ultimate_last_stand 5|hardened_mana 5|true_protection 1|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Livid Dagger,6897699,c06f973f7f1a452c885b0451d76ea1df,none,0,0,,false
2024-05-17,Livid Dagger,7100000,634ab05bee4a4be6b484fd556d1e288d,legendary,5,0,ultimate_combo 4|lethality 6|looting 4|titan_killer 6|critical 6|scavenger 4|thunderlord 6|luck 6|impaling 3|cleave 5|syphon 3|ender_slayer 5|knockback 2|fire_aspect 2|vampirism 5|first_strike 4|venomous 5|sharpness 5|cubism 5|prosecute 5|,false
2024-05-17,Maxor's Boots,19800000,8e7c2a02b07143268aa40a8ec66ba4dd,ancient,0,0,ultimate_last_stand 5|rejuvenate 5|feather_falling 10|growth 5|protection 5|,true
2024-05-17,Necron's Chestplate,22000000,6ea474bf782f4bdf9e0c004386ca06a3,none,0,0,,false
2024-05-17,Necron's Chestplate,44900000,517e437c90ef45958b254dad9bf8f8a9,ancient,5,0,ultimate_last_stand 1|protection 5|growth 5|,false
2024-05-17,Livid Dagger,8000000,6e45275df8c24282bbe0d806f3ac0f99,spicy,5,0,luck 5|critical 5|first_strike 4|cleave 5|looting 3|sharpness 5|scavenger 3|ender_slayer 5|fire_aspect 2|life_steal 3|,false
2024-05-17,Maxor's Boots,20000000,1d5bdecfedb5417e991886e577e9b634,ancient,5,0,ultimate_wisdom 5|depth_strider 3|thorns 3|feather_falling 5|growth 5|protection 5|,true
2024-05-17,Goldor's Boots,5900000,19ee60ab54964a1baec7d80f7e7d8287,giant,5,0,rejuvenate 5|growth 5|protection 5|,false
2024-05-17,Livid Dagger,17000000,678c6bc24a88457fbc7089c00b440200,fabled,5,5,ultimate_one_for_all 1|,true
2024-05-17,Necron's Leggings,35000000,9955d052712a4bfd836f1e020369979c,ancient,5,0,ultimate_last_stand 5|ferocious_mana 5|smarty_pants 1|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Spirit Sceptre,31000000,278d7692a27744519fe26b1f4c28e476,heroic,5,0,ultimate_wise 5|impaling 3|luck 5|critical 5|cleave 5|looting 3|syphon 3|knockback 2|scavenger 3|ender_slayer 5|fire_aspect 2|vampirism 5|execute 5|giant_killer 5|first_strike 4|thunderlord 5|sharpness 5|cubism 5|lethality 5|,true
2024-05-17,Necron's Boots,39410000,6afedb3cc47c487f9090bbd3757e0cac,ancient,0,0,ultimate_legion 4|ferocious_mana 3|rejuvenate 5|depth_strider 3|thorns 3|feather_falling 5|protection 5|growth 5|,true
2024-05-17,Storm's Chestplate,37000000,93766dd983ed44a4b38febbd640ba584,loving,5,0,mana_vampire 5|ultimate_wisdom 5|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Necron's Boots,11500000,27917bbe1c6049e9bb1ae2f78e81bc1b,none,0,0,,false
2024-05-17,Livid Dagger,12999000,14d5227a6c7f4758a8769cae3022220c,withered,5,0,ultimate_one_for_all 1|,true
2024-05-17,Goldor's Leggings,25000000,74ad0561f6d5407e9aee1928ae195402,giant,5,0,growth 6|protection 6|rejuvenate 5|thorns 3|,true
2024-05-17,Storm's Leggings,34000000,3723cf21932e49858e8a658f12dcc142,necrotic,5,0,growth 6|ultimate_last_stand 5|rejuvenate 5|thorns 3|protection 5|,true
2024-05-17,Storm's Chestplate,70000000,00f367561d4d4e28b56f3567e3cf2a4c,ancient,5,5,ultimate_legion 5|reflection 5|growth 6|strong_mana 5|protection 6|true_protection 1|rejuvenate 5|,true
2024-05-17,Spirit Sceptre,22880000,11ebcc9df8b24a76ae4e01fa1ab3ddab,heroic,5,0,ultimate_wise 5|titan_killer 6|smite 6|impaling 3|luck 5|critical 5|cleave 5|syphon 3|looting 3|scavenger 3|ender_slayer 5|fire_aspect 2|vampirism 5|execute 5|first_strike 4|venomous 5|thunderlord 5|cubism 5|lethality 5|,false
2024-05-17,Necron's Leggings,44999999,9890899bb11b4c519c651ebb0f2f9eb6,ancient,5,0,ultimate_legion 3|growth 6|thorns 3|protection 5|,true
2024-05-17,Maxor's Boots,1790000,1ad5d4d0506040fcb7147d596edb90a4,none,0,0,,false
2024-05-17,Bouquet of Lies,8490000,ea1a394f54564121ab7606ea2ad8b55f,none,0,0,,false
2024-05-17,Necron's Helmet,13500000,efef8574f5fa4d21a3fe15a4f2537873,none,0,0,,false
2024-05-17,Maxor's Boots,18999999,a343d0ae946b453688784d59d65edd64,ancient,5,0,ultimate_last_stand 3|feather_falling 10|depth_strider 3|thorns 3|protection 5|growth 5|,true
2024-05-17,Livid Dagger,6800000,aaa9dde082954d59b5896adc354faf22,none,0,0,,false
2024-05-17,Livid Dagger,6899000,d773b64bf1a944818cacd878095bebf0,none,0,0,,false
2024-05-17,Storm's Leggings,14290000,8610e7c1a2024fc79bda2c334698b510,none,0,0,,false
2024-05-17,Necron's Chestplate,54500000,679d3243ef5347afb2ffa7d5bdd83cbd,ancient,5,0,ultimate_legion 4|strong_mana 5|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Storm's Leggings,70000000,b750ff36dd2c4576873dd7c378237f28,ancient,5,5,ultimate_legion 5|growth 6|protection 6|hardened_mana 5|,true
2024-05-17,Necron's Chestplate,160694200,554a884762d54a7a849315f60928bcf9,ancient,7,5,ultimate_legion 5|ferocious_mana 7|growth 6|protection 6|rejuvenate 5|,true
2024-05-17,Livid Dagger,6900000,e3070e6f77aa4317b13c0dbb83b65af4,none,0,0,,false
2024-05-17,Storm's Boots,9350000,53c814ced81042198d8e4435d5781a85,none,0,0,,false
2024-05-17,Storm's Chestplate,34900000,446bc177221242d984b7626677bfb97a,loving,5,0,ultimate_wisdom 5|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Storm's Helmet,105000000,ab316137a49a40f1bab4a3e24ad38ee1,ancient,7,0,ultimate_legion 5|hecatomb 9|rejuvenate 5|protection 5|growth 5|respiration 3|aqua_affinity 1|,true
2024-05-17,Necron's Chestplate,82000000,c57d58115ad2479abf6f1390f1e40597,ancient,7,5,ultimate_legion 5|ferocious_mana 5|true_protection 1|rejuvenate 5|thorns 3|protection 5|growth 5|,true
2024-05-17,Goldor's Boots,8500000,05c0d308d0a24485a85b159bd1128fc5,giant,5,0,rejuvenate 5|protection 5|growth 5|,false
2024-05-17,Necron's Leggings,30000000,30c994ca9db84526abca194a03c1a269,ancient,5,5,ultimate_last_stand 5|ferocious_mana 5|rejuvenate 5|thorns 3|growth 5|protection 5|,true
2024-05-17,Storm's Leggings,34999900,6364e82412fb44339593a7f0f6225d0d,necrotic,5,0,ultimate_wisdom 5|rejuvenate 5|protection 5|growth 5|,true
2024-05-17,Storm's Chestplate,19749999,a40765a8fa55452e97e5bd766ddb3a8d,none,0,0,,false
